   80   80
    nn     x     y    ss   oprev dprev   odist     ddist     oarea     darea  tareadiff
   463    63     6   3.0   544   622     13351     54519     12835     25430        45
   464    64     6   4.0   545   543     12996     55000     12105     26160        45
   465    65     6   4.0   466   544     12417     55440     11385     26885        50
   466    66     6   4.0   467   545     11417     55940     10645     27615        40
   467    67     6   2.0   468   546     10667     56149      9905     28345        30
   468    68     6   2.0   389   467     10167     56649      9165     29085        30
   469    69     6   3.0   390   468     10047     57274      8415     29825        20
   470    70     6   4.0   390   389      9950     58109      7670     30575        25
   471    71     6   4.0   393   390      9352     58406      6875     31325        20
   472    72     6   4.0   394   390      8369     59168      6110     32070        40
   473    73     6   4.0   395   391      7526     60087      5355     32820        45
   474    74     6   5.0   395   473      6704     61212      4610     33560        50
   475    75     6   4.0   316   393      6133     62241      3860     34320        40
   476    76     6   4.0   396   394      5880     62962      3105     35070        45
   477    77     6   4.0   398   395      5524     63837      2285     35820       115
   478    78     6   4.0   319   477      4922     64837      1535     36560       125
   479    79     6   3.0   399   397      4576     65712       785     37320       115
   480    80     6   4.0   400   479      4625     66587         0     38060       160
   481     1     7   5.0   482   642     58605     60632     58380     -8370     11790
   482     2     7   4.0   483   643     57480     60117     57650     -7680     11750
   483     3     7   4.0   484   563     56480     59881     56920     -6960     11740
   484     4     7   4.0   485   564     55480     59756     56190     -6270     11700
   485     5     7   4.0   486   567     54480     59230     55460    -10885      6355
   486     6     7   4.0   487   487     53480     58308     54730    -10295      6215
   487     7     7   5.0   488   488     52355     57183     54000     -9565      6215
   488     8     7   4.0   489   489     51230     56058     53270     -8835      6215
   489     9     7   4.0   490   490     50230     55058     52540     -8105      6215
   490    10     7   2.0   572   572     49480     54308     51810     -7375      6215
   491    11     7   4.0   573   573     48760     53588     51090     -6655      6215
   492    12     7   4.0   574   573     47899     52781     50380     -5930      6230
   493    13     7   5.0   575   574     47039     52003     49670     -5300      6150
   494    14     7   4.0   576   576     45938     50951     48955     -4900      5835
   495    15     7   4.0   576   576     45008     50021     48230     -4175      5835
   496    16     7   5.0   578   657     44466     49537     47660     -3455      5985
   497    17     7   5.0   579   658     43370     49048     46940     -2765      5955
   498    18     7   5.0   580   578     42321     48638     46225     -2050      5955
   499    19     7   6.0   580   580     41191     48146     45500     -1450      5830
   500    20     7   5.0   581   661     40170     47342     44795      -735      5840
   501    21     7   5.0   583   662     39029     47015     44135       -90      5825
   502    22     7   5.0   584   582     37970     46735     43425       630      5835
   503    23     7   5.0   585   583     36896     46654     42715      1330      5825
   504    24     7   5.0   586   586     35787     45887     42000      1765      5545
   505    25     7   4.0   586   586     34782     44882     41275      2490      5545
   506    26     7   4.0   588   586     34279     44541     40585      3215      5580
   507    27     7   3.0   588   666     33517     44673     39860      3935      5575
   508    28     7   4.0   590   588     33103     45027     39160      4565      5505
   509    29     7   2.0   510   589     32384     44765     38580      5240      5600
   510    30     7   2.0   432   669     31884     44883     37850      5960      5590
   511    31     7   3.0   512   590     31374     45266     37095      6675      5550
   512    32     7   3.0   513   671     30624     45753     36365      6455      4600
   513    33     7   3.0   514   592     29874     46173     35635      7170      4585
   514    34     7   2.0   595   595     29249     45853     34905      7655      4340
   515    35     7   3.0   516   595     28753     45725     34210      8380      4370
   516    36     7   3.0   517   675     28003     45997     33480      9100      4360
   517    37     7   3.0   599   597     27253     46081     32750      9775      4305
